ASK_1_PRICE,ASK_1_QTY,BID_1_PRICE,BID_1_QTY
2244500,200,2241000,77
2244500,200,2241000,177
2244500,200,2241000,264
2244500,200,2241100,100
2244500,200,2241100,200
2244500,200,2241100,287
2244500,200,2241100,387
2244500,200,2241100,387
2244500,200,2241100,387
2244500,200,2241100,387
2244500,200,2241100,287
2244500,200,2241500,100
2244500,200,2242900,100
2244500,200,2241500,100
2244500,200,2241100,287
2244500,200,2241100,187
2244500,200,2241500,100
2244500,200,2241500,187
2244500,200,2241800,100
2244500,200,2241500,187
2244500,200,2241500,100
2244500,200,2241800,87
2244500,200,2241100,100
2244500,200,2241700,87
2244500,200,2241100,100
2244500,200,2241500,87
2244500,200,2241800,100
2244500,200,2241800,200
2244500,200,2241800,100
2244500,200,2242100,100
2244500,200,2241800,100
2244500,200,2241500,100
2244500,200,2242100,100
2244500,200,2242400,100
2244500,200,2242400,200
2244500,200,2242400,200
2244500,200,2242400,200
2244500,200,2242400,100
2244500,200,2242400,29
2244500,200,2241100,100
2244500,200,2241500,100
2244200,300,2241500,100
2244200,400,2241500,100
2244200,400,2241500,200
2244200,400,2241500,100
2244200,400,2242500,100
2244200,400,2241500,100
2244200,400,2242500,67
2244200,100,2242500,67
2244200,100,2242500,167
2244200,200,2242500,167
2244200,200,2242500,100
2244200,200,2241500,100
2244200,200,2241500,100
2244200,200,2242500,100
2244200,200,2241000,77
2244200,200,2242500,100
2244200,200,2242500,177
2244200,200,2242500,177
2244200,200,2242500,77
2244200,200,2242500,177
2244200,100,2242500,177
2244200,100,2242500,100
2244200,100,2242500,77
2244200,100,2242500,177
2244200,100,2242500,100
2244200,100,2242500,77
2244200,100,2242500,108
2244200,100,2242500,31
2244200,100,2242500,8
2244200,100,2241800,100
2244200,100,2240000,10
2244200,100,2240000,10
2244200,100,2241300,16
2241900,200,2241300,16
2241900,200,2240000,10
2244200,100,2240000,10
2244500,100,2240000,10
2244500,100,2241900,200
2244500,100,2241900,400
2244500,100,2241900,600
2244500,200,2241900,600
2244500,200,2241900,400
2244500,200,2241900,200
2244200,200,2241900,200
2244200,300,2241900,200
2244200,300,2240000,10
2244200,100,2240000,10
2244200,100,2238600,100
2244200,100,2239400,10
2244200,100,2238600,100
2244200,100,2239100,10
2244200,100,2238600,100
2244200,100,2239500,10
2244200,100,2238600,100
2244200,100,2239000,10
2244200,100,2238600,100
2244200,100,2240000,10
2244200,100,2238600,100
2244200,100,2239000,10
2244200,100,2238600,100
2244200,100,2239100,10
2244200,100,2238600,100
2244200,100,2239200,10
2244200,100,2238600,100
2244200,100,2239000,10
2244200,100,2238600,100
2244200,100,2239100,10
2244200,100,2238600,100
2244200,100,2239200,10
2244200,100,2238600,100
2244200,100,2239000,10
2244200,100,2238600,100
2244200,100,2239100,10
2244200,100,2238600,100
2244200,100,2239200,10
2244200,100,2238600,100
2244200,100,2239000,10
2244200,100,2238600,100
2244200,100,2239100,10
2244200,100,2238600,100
2244200,100,2239200,10
2244200,100,2238600,100
2244200,100,2239000,10
2244200,100,2238600,100
2244200,100,2239100,10
2244200,100,2238600,100
2244200,100,2239200,10
2244200,100,2238600,100
2244200,100,2239000,10
2244200,100,2238600,100
2244200,100,2239100,10
2244200,100,2238600,100
2244200,100,2239200,10
2244200,100,2238600,100
2244200,100,2239000,10
2244200,100,2238600,100
2244200,100,2239100,10
2244200,100,2238600,100
2244200,100,2239200,10
2244200,100,2238600,100
2244200,100,2239000,10
2244200,100,2238600,100
2244200,100,2239100,10
2244200,100,2238600,100
2244200,100,2239200,10
2244200,100,2238600,100
2244200,100,2239000,10
2244200,100,2238600,100
2244200,100,2239100,10
2244200,100,2238600,100
2244200,100,2239200,10
2244200,100,2238600,100
2244200,100,2239000,10
2244200,100,2238600,100
2244200,100,2239100,10
2244200,100,2238600,100
2244200,100,2239200,10
2244200,100,2238600,100
2244200,100,2239000,10
2244200,100,2238600,100
2244200,100,2239100,10
2244100,1,2239100,10
2244100,1,2238600,100
2243500,200,2238600,100
2243500,300,2238600,100
2243500,300,2238600,100
2243500,300,2238600,100
2243500,100,2238600,100
2243000,100,2238600,100
2243000,200,2238600,100
2243000,100,2238600,100
2241900,183,2238600,100
2241900,283,2238600,100
2241300,8,2238600,100
2241300,8,2238700,1
2241300,8,2238700,1
2241300,8,2238600,100
2241300,8,2238600,1
2241300,8,2239800,100
2241300,8,2239800,35
2241300,8,2238600,1
2241300,8,2240200,100
2241300,8,2238600,1
2241300,9,2238600,1
2240200,1,2238600,1
2241200,1,2238600,1
2241200,1,2238600,1
2241200,1,2238600,1
2241300,8,2238600,1
2241300,8,2238400,22
2241900,300,2238400,22
2241900,300,2238400,122
2240500,100,2238400,122
2240500,200,2238400,122
2240500,200,2238400,122
2240500,200,2238400,122
2240500,200,2238400,122
2240500,100,2238400,122
2240500,4,2238400,122
2241000,1,2238400,122
2241900,300,2238400,122
2241900,300,2238400,122
2241900,300,2238400,122
2241900,300,2238400,122
2241900,300,2238400,122
2240000,1,2238400,122
2240000,1,2238400,122
2240000,1,2238400,100
2240000,1,2238400,67
2240000,1,2236500,2
2240000,1,2238200,100
2240000,1,2236500,2
2240000,1,2238100,100
2240000,11,2238100,100
2240000,11,2236500,2
2240000,11,2238000,100
2240000,10,2238000,100
2240000,11,2238000,100
2240000,11,2238000,100
2240000,11,2238000,100
2240000,11,2236500,2
2240000,11,2236500,2
2240000,1,2236500,2
2239000,10,2236500,2
2240000,1,2236500,2
2240000,11,2236500,2
2239500,1,2236500,2
2239000,10,2236500,2
2239500,1,2236500,2
2239000,10,2236500,2
2239500,1,2236500,2
2239500,1,2236500,2
2239500,1,2236500,2
2239500,1,2236500,2
2239500,11,2236500,2
2239500,1,2236500,2
2239500,11,2236500,2
2239500,11,2236500,2
2239500,11,2236500,2
2239500,11,2236500,2
2239500,11,2236600,100
2239500,11,2236500,2
2239500,11,2236500,2
2239500,1,2236500,2
2239400,10,2236500,2
2239500,1,2236500,2
2239300,10,2236500,2
2239500,1,2236500,2
2239200,10,2236500,2
2239500,1,2236500,2
2239100,10,2236500,2
2239100,10,2236100,11
2239100,10,2236000,15
2239100,10,2235000,100
2239500,1,2235000,100
2238900,10,2235000,100
2238900,10,2237700,100
2238900,10,2235000,100
2239500,1,2235000,100
2238200,10,2235000,100
2236000,1,2235000,100
2238200,10,2235000,100
2238100,1,2235000,100
2238100,1,2235000,100
2238100,1,2237300,100
2238100,1,2237300,61
2238100,1,2235000,100
2238100,1,2235000,100
2236700,1,2235000,100
2236700,1,2235000,100
2236700,1,2235000,100
2236700,1,2235000,100
2238100,1,2235000,100
2237000,99,2235000,100
2237000,99,2234900,61
2237000,99,2235000,94
2237000,63,2235000,94
2237000,14,2235000,94
2238100,1,2235000,94
2238100,1,2235000,94
2238100,1,2235000,94
2238100,1,2235000,94
2238100,1,2235000,94
2238200,10,2235000,94
2238600,2,2235000,94
2241900,300,2235000,94
2238900,100,2235000,94
2238900,100,2235000,94
2241900,300,2235000,94
2241900,300,2236100,100
2241900,300,2239200,100
2241900,300,2239200,100
2241900,300,2239200,100
2241900,300,2239900,100
2241900,300,2239900,100
2241900,300,2241700,200
2241900,200,2241700,200
2241900,200,2241700,300
2241900,13,2241700,300
2241900,13,2241700,100
2243600,100,2241700,100
2243600,100,2239200,100
2243600,100,2241700,100
2243600,100,2239200,100
2243600,100,2241700,100
2242800,1,2241700,100
2243600,100,2241700,100
2243600,100,2241700,100
2243600,100,2241700,100
2243600,1,2241700,100
2243600,1,2236200,300
2243600,1,2242800,100
2243600,1,2236200,300
2243600,1,2240600,100
2243600,1,2236100,100
2243600,1,2240300,100
2242500,50,2240300,100
2242500,50,2236100,100
2242500,50,2239700,100
2242500,50,2236100,100
2242500,50,2239400,100
2242500,50,2241900,51
2242500,50,2239400,100
2242500,50,2236100,100
2242500,50,2241800,100
2242500,50,2241800,100
2242500,50,2236100,100
2242500,50,2236200,200
2242500,50,2236100,100
2242000,2,2236100,100
2242000,2,2235200,5
2242000,2,2236200,100
2242000,2,2235200,5
2242000,2,2236600,100
2242000,2,2235200,5
2242000,2,2235300,200
2242000,2,2235200,5
2242000,2,2235300,200
2242000,2,2235200,5
2242500,50,2235200,5
2242500,50,2240500,100
2242500,50,2240500,99
2242500,50,2240500,98
2242500,50,2235200,5
2242500,50,2235200,5
2242500,50,2239300,100
2242500,50,2235200,5
2242500,50,2239000,100
2242000,200,2239000,100
2242000,200,2235200,5
2242000,200,2237900,100
2241900,1,2237900,100
2242000,200,2237900,100
2241900,2,2237900,100
2241900,2,2235200,5
2241900,2,2235000,94
2241900,2,2238200,100
2241900,2,2235000,94
2241900,102,2235000,94
2241400,2,2235000,94
2241300,2,2235000,94
2241300,202,2235000,94
2240000,200,2235000,94
2239900,2,2235000,94
2239900,2,2235000,94
2239900,2,2238300,100
2239900,2,2238300,98
2239900,2,2235000,94
2239400,100,2235000,94
2239300,2,2235000,94
2238400,2,2235000,94
2238300,2,2235000,94
2238400,2,2235000,94
2238900,1,2235000,94
2239400,300,2235000,94
2238600,1,2235000,94
2238600,2,2235000,94
2238600,102,2235000,94
2238600,302,2235000,94
2238600,301,2235000,94
2238600,300,2235000,94
2238600,100,2235000,94
2238300,200,2235000,94
2237600,1,2235000,94
2237600,2,2235000,94
2237600,1,2235000,94
2238300,200,2235000,94
2238200,100,2235000,94
2238200,100,2235000,94
2238300,200,2235000,94
2238200,100,2235000,94
2238300,200,2235000,94
2237900,100,2235000,94
2237900,101,2235000,94
2237900,100,2235000,94
2237700,1,2235000,94
2237700,101,2235000,94
2237700,201,2235000,94
2237500,100,2235000,94
2237500,101,2235000,94
2237500,1,2235000,94
2237700,201,2235000,94
2237700,200,2235000,94
2237700,100,2235000,94
2237700,1,2235000,94
2239800,200,2235000,94
2237700,100,2235000,94
2239800,200,2235000,94
2239800,200,2235000,94
2237700,100,2235000,94
2237700,4,2235000,94
2239800,200,2235000,94
2237700,100,2235000,94
2237700,31,2235000,94
2239800,200,2235000,94
2239800,200,2235000,94
2237700,100,2235000,94
2239800,200,2235000,94
2240000,200,2235000,94
2239500,200,2235000,94
2237700,100,2235000,94
2237700,88,2235000,94
2237700,188,2235000,94
2237700,100,2235000,94
2237700,88,2235000,94
2237700,155,2235000,94
2237700,67,2235000,94
2239500,200,2235000,94
2240000,200,2235000,94
2239700,200,2235000,94
2240000,200,2235000,94
2239900,200,2235000,94
2239900,200,2236000,7
2240000,200,2236000,7
2240000,200,2236000,507
2239900,400,2236000,507
2239900,200,2236000,507
2240000,200,2236000,507
2239900,200,2236000,507
2239900,200,2236000,507
2238800,1,2236000,507
2239900,200,2236000,507
2239900,200,2236500,100
2239600,100,2236500,100
2239600,500,2236500,100
2239600,700,2236500,100
2239600,500,2236500,100
2239600,500,2237600,100
2238900,43,2237600,100
2238900,43,2236500,100
2238900,43,2236500,98
2238900,43,2236500,96
2238900,43,2236500,96
2239600,300,2236500,96
2239600,300,2236500,96
2239600,200,2236500,96
2239600,55,2236500,96
2239600,55,2236500,96
2240000,200,2236500,96
2239700,100,2236500,96
2240000,200,2236500,96
2239900,100,2236500,96
2240000,200,2236500,96
2238600,43,2236500,96
2240000,200,2236500,96
2240000,200,2236500,96
2240000,300,2236500,96
2239600,1,2236500,96
2238600,2,2236500,96
2238600,2,2236500,296
2238600,2,2236500,96
2239600,1,2236500,96
2240000,300,2236500,96
2240000,260,2236500,96
2240000,160,2236500,96
2241800,200,2236500,96
2241800,200,2240000,100
2242000,200,2240000,100
2242000,200,2236500,196
2242000,200,2237300,100
2242000,200,2240000,100
2242000,201,2240000,100
2242000,201,2240000,100
2242000,201,2240000,100
2242000,201,2240000,100
2242000,146,2240000,100
2242000,46,2240000,100
2242000,1,2240000,100
2242500,50,2240000,100
2242500,50,2242000,100
2242900,30,2242000,100
2243000,100,2242000,100
2243600,1,2242000,100
2244500,100,2242000,100
2244500,100,2242000,100
2244500,100,2242000,100
2244500,100,2240000,100
2244500,100,2242000,100
2244500,100,2242000,200
2244500,100,2242000,200
2244500,100,2242000,200
2244500,100,2242000,200
2245000,5,2242000,200
2244500,200,2242000,200
2244500,200,2242000,200
2244500,100,2242000,200
2245000,5,2242000,200
2245000,5,2242000,200
2244500,125,2242000,200
2244500,25,2242000,200
2244500,4,2242000,200
2245000,5,2242000,200
2247500,10,2242000,200
2247500,10,2244900,100
2247500,10,2242000,200
2247500,10,2244900,100
2247500,10,2242000,200
2247500,10,2244900,100
2246900,5,2244900,100
2246900,5,2242000,200
2246900,5,2244900,100
2246900,5,2242000,100
2246900,5,2244400,100
2246900,5,2244900,100
2246900,5,2245800,100
2246900,5,2245800,100
2246900,5,2244900,100
2246800,100,2244900,100
2246800,100,2244900,100
2246800,100,2242000,100
2246800,100,2244600,100
2246800,100,2242000,100
2246800,300,2242000,100
2246800,100,2242000,100
2246900,205,2242000,100
2246900,5,2242000,100
2246400,300,2242000,100
2245900,1,2242000,100
2245900,1,2242000,100
2245900,1,2242000,100
2245900,1,2242000,100
2246400,300,2242000,100
2246400,300,2242000,100
2246400,500,2242000,100
2246400,500,2242000,100
2246400,300,2242000,100
2246400,300,2242000,100
2246400,300,2242000,100
2246700,200,2242000,100
2246900,5,2242000,100
2246900,205,2242000,100
2246900,205,2242000,100
2246900,205,2242000,100
2246900,505,2242000,100
2246900,506,2242000,100
2246900,306,2242000,100
2246900,305,2242000,100
2246500,1,2242000,100
2246500,1,2245700,100
2246500,1,2245700,100
2246900,305,2245700,100
2246900,300,2245700,100
2246900,281,2245700,100
2246900,81,2245700,100
2247500,10,2245700,100
2247900,100,2245700,100
2247900,100,2245700,100
2247900,100,2247500,100
2247900,100,2245700,100
2247900,100,2245700,100
2247900,100,2245700,100
2247900,177,2245700,100
2247500,300,2245700,100
2247500,377,2245700,100
2247500,377,2245700,100
2247500,377,2245700,100
2247500,377,2245700,100
2247500,377,2245700,100
2247500,377,2245700,100
2247500,377,2245700,100
2247500,77,2245700,100
2247500,277,2245700,100
2247500,277,2245700,100
2247500,277,2245700,100
2247500,277,2246000,100
2247300,100,2246000,100
2247300,100,2245700,100
2247300,100,2245900,100
2247300,177,2245900,100
2247300,177,2245900,100
2247300,177,2245900,100
2247300,177,2245900,100
2247300,177,2245900,100
2247300,177,2245900,100
2247300,177,2245900,100
2247300,177,2245900,100
2247300,177,2245900,100
2247300,177,2245900,84
2247300,177,2245700,100
2247300,177,2242000,100
2247300,177,2242000,300
2247300,177,2244600,100
2246600,4,2244600,100
2246600,4,2242000,300
2246600,4,2244800,100
2246600,81,2244800,100
2246600,81,2242000,300
2246600,81,2244500,100
2246600,81,2242000,100
2246600,81,2244400,100
2246600,81,2242000,100
2246600,81,2244400,100
2246500,1,2244400,100
2246500,1,2242000,100
2246500,1,2244800,100
2246500,78,2244800,100
2246500,78,2242000,100
2246500,78,2244400,100
2246500,278,2244400,100
2246500,278,2242000,100
2246500,278,2244100,100
2246500,278,2242000,100
2246500,201,2242000,100
2246500,201,2244100,100
2245800,77,2244100,100
2245800,77,2242000,100
2245800,77,2244000,100
2245700,2,2244000,100
2245700,2,2242000,100
2245700,2,2244100,100
2245700,79,2244100,100
2245700,77,2244100,100
2245700,77,2242000,100
2245700,77,2243900,100
2245600,2,2243900,100
2245600,2,2242000,100
2245600,2,2244100,100
2245600,79,2244100,100
2245600,77,2244100,100
2245600,77,2242000,100
2245600,77,2243900,100
2245500,2,2243900,100
2245500,2,2242000,100
2245500,2,2244100,100
2245500,79,2244100,100
2245500,77,2244100,100
2245500,77,2242000,100
2245500,77,2243900,100
2245400,2,2243900,100
2245400,2,2242000,100
2245400,2,2244100,100
2245400,79,2244100,100
2245400,77,2244100,100
2245300,2,2244100,100
2245300,2,2242000,100
2245300,2,2243900,100
2245300,79,2243900,100
2245300,77,2243900,100
2244600,1,2243900,100
2244600,1,2242000,100
2244600,1,2244000,100
2244500,2,2244000,100
2244600,1,2244000,100
2246500,200,2244000,100
2244600,77,2244000,100
2244600,77,2242000,100
2244600,77,2244100,100
2246500,200,2244100,100
2245800,77,2244100,100
2245800,77,2242000,100
2245800,77,2244000,100
2245800,77,2242000,100
2245800,77,2244000,100
2245700,1,2244000,100
2245700,78,2244000,100
2245700,78,2242000,100
2245700,78,2243900,100
2245700,78,2242000,100
2245700,1,2242000,100
2246500,200,2242000,100
2246400,1,2242000,100
2245100,77,2242000,100
2245000,1,2242000,100
2245000,78,2242000,100
2245000,77,2242000,100
2244900,1,2242000,100
2244200,77,2242000,100
2244100,1,2242000,100
2244100,78,2242000,100
2244100,77,2242000,100
2244000,1,2242000,100
2246600,4,2242000,100
2246500,1,2242000,100
2244000,77,2242000,100
2246500,1,2242000,100
2244800,77,2242000,100
2244700,1,2242000,100
2244700,78,2242000,100
2244700,77,2242000,100
2244700,77,2242000,100
2244600,1,2242000,100
2244600,78,2242000,100
2244600,77,2242000,100
2244500,1,2242000,100
2246600,4,2242000,100
2246500,1,2242000,100
2244500,77,2242000,100
2244500,77,2243700,100
2244400,1,2243700,100
2244400,1,2243700,97
2244400,1,2242000,100
2244400,78,2242000,100
2244400,77,2242000,100
2244300,1,2242000,100
2246600,4,2242000,100
2246500,1,2242000,100
2244300,77,2242000,100
2246500,1,2242000,100
2244800,77,2242000,100
2244700,1,2242000,100
2244700,78,2242000,100
2244700,77,2242000,100
2244600,1,2242000,100
2246600,4,2242000,100
2246500,1,2242000,100
2244600,77,2242000,100
2244500,1,2242000,100
2246600,4,2242000,100
2246500,1,2242000,100
2244500,77,2242000,100
2244300,300,2242000,100
2244200,1,2242000,100
2244200,78,2242000,100
2243900,100,2242000,100
2243800,1,2242000,100
2243800,78,2242000,100
2243500,300,2242000,100
2243400,1,2242000,100
2243400,78,2242000,100
2243300,1,2242000,100
2243200,1,2242000,100
2243200,78,2242000,100
2243200,78,2241200,400
2243200,77,2241200,400
2243200,79,2241200,400
2243200,79,2241200,399
2243200,79,2241200,398
2243200,80,2241200,398
2243000,100,2241200,398
2242900,2,2241200,398
2242900,79,2241200,398
2242600,47,2241200,398
2242500,2,2241200,398
2242500,79,2241200,398
2242500,79,2241200,98
2242500,79,2241200,398
2242500,79,2241200,396
2242400,1,2241200,396
2242300,2,2241200,396
2242300,79,2241200,396
2242300,79,2241200,300
2242300,79,2239100,30
2242300,2,2239100,30
2241700,77,2239100,30
2241600,2,2239100,30
2241600,79,2239100,30
2241600,77,2239100,30
2241500,2,2239100,30
2241500,79,2239100,30
2241500,77,2239100,30
2241400,2,2239100,30
2241400,79,2239100,30
2241400,77,2239100,30
2241300,2,2239100,30
2241300,79,2239100,30
2241300,77,2239100,30
2241200,2,2239100,30
2241200,79,2239100,30
2241200,77,2239100,30
2241100,2,2239100,30
2241100,79,2239100,30
2241100,77,2239100,30
2241000,2,2239100,30
2241000,79,2239100,30
2241000,77,2239100,30
2240900,2,2239100,30
2240900,79,2239100,30
2240900,77,2239100,30
2240900,277,2239100,30
2240800,2,2239100,30
2240800,79,2239100,30
2240800,79,2238000,10
2240800,79,2238000,10
2240800,79,2237300,100
2240500,100,2237300,100
2240400,2,2237300,100
2240400,79,2237300,100
2240300,100,2237300,100
2240200,2,2237300,100
2240200,79,2237300,100
2240200,77,2237300,100
2240200,80,2237300,100
2240200,77,2237300,100
2240200,81,2237300,100
2240100,100,2237300,100
2240000,4,2237300,100
2240000,81,2237300,100
2239700,100,2237300,100
2239600,4,2237300,100
2239600,81,2237300,100
2239600,77,2237300,100
2240000,1,2237300,100
2240000,1,2237300,100
2240000,1,2238400,100
2240000,1,2237300,100
2240000,1,2238600,100
2240200,100,2238600,100
2240200,17,2238600,100
2242600,47,2238600,100
2241600,200,2238600,100
2241600,200,2237300,100
2241600,200,2238700,100
2242600,47,2238700,100
2242200,200,2238700,100
2242600,47,2238700,100
2241900,200,2238700,100
2241800,100,2238700,100
2241900,200,2238700,100
2241900,200,2237300,100
2241900,200,2241000,100
2242600,47,2241000,100
2242000,200,2241000,100
2242600,47,2241000,100
2242100,200,2241000,100
2242600,47,2241000,100
2242200,200,2241000,100
2242600,47,2241000,100
2242300,200,2241000,100
2242600,47,2241000,100
2242500,200,2241000,100
2242600,47,2241000,100
2242500,200,2241000,100
2242600,47,2241000,100
2242400,200,2241000,100
2241700,79,2241000,100
2241700,79,2240000,30
2241700,79,2241400,100
2242400,200,2241400,100
2246100,100,2241400,100
2242500,200,2241400,100
2246100,100,2241400,100
2243300,200,2241400,100
2243300,200,2240000,30
2243300,200,2241500,100
2246100,100,2241500,100
2243500,200,2241500,100
2243500,300,2241500,100
2243500,300,2240000,30
2243500,200,2240000,30
2246100,100,2240000,30
2243700,200,2240000,30
2246100,100,2240000,30
2243800,200,2240000,30
2246100,100,2240000,30
2244200,200,2240000,30
2246100,100,2240000,30
2244400,200,2240000,30
2246100,100,2240000,30
2243600,200,2240000,30
2246100,100,2240000,30
2243800,200,2240000,30
2246100,100,2240000,30
2243500,200,2240000,30
2241300,79,2240000,30
2241300,79,2238800,275
2239400,100,2238800,275
2241300,79,2238800,275
2241300,79,2238800,275
2241300,79,2238800,275
2241300,79,2238800,275
2241300,79,2238800,275
2241300,79,2238800,75
2241300,179,2238800,75
2241300,79,2238800,75
2241300,279,2238800,75
2241300,79,2238800,75
2241300,79,2238900,100
2241000,200,2238900,100
2240000,100,2238900,100
2240000,70,2238900,100
2240000,70,2238800,75
2241300,79,2238800,75
2241500,100,2238800,75
2241300,100,2238800,75
2241300,300,2238800,75
2241200,100,2238800,75
2241300,300,2238800,75
2240400,64,2238800,75
2239900,100,2238800,75
2239900,100,2236700,100
2239900,100,2238500,100
2239900,100,2236700,100
2239900,100,2238200,100
2239900,100,2236000,7
2239900,300,2236000,7
2239800,100,2236000,7
2239900,300,2236000,7
2239900,100,2236000,7
2239900,100,2237300,100
2239900,100,2237300,200
2239900,100,2237300,100
2239900,100,2236000,7
2239700,100,2236000,7
2239900,100,2236000,7
2239900,100,2239600,50
2240400,64,2239600,50
2240400,64,2239600,50
2239900,80,2239600,50
2240400,64,2239600,50
2240400,64,2238600,100
2240400,64,2236000,7
2240400,64,2238600,200
2241500,300,2238600,200
2241500,300,2238600,200
2241500,300,2238600,200
2241500,300,2238600,200
2241500,200,2238600,200
2241500,100,2238600,200
2242500,100,2238600,200
2242200,100,2238600,200
2242500,100,2238600,200
2242500,400,2238600,200
2242500,100,2238600,200
2242500,100,2238700,300
2242400,100,2238700,300
2242400,200,2238700,300
2242400,200,2238700,300
2242400,200,2238700,300
2242400,200,2238600,200
2242300,200,2238600,200
2242300,200,2238600,200
2242300,300,2238600,200
2242200,100,2238600,200
